names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Kerrie Maloney Laytin,"Cook County, Illinois",https://ballotpedia.org/Kerrie_Maloney_Laytin,Judicial offices,Judicial,County,,Won,"66,232","66,232",1,https://judgemaloneylaytin2022.com/,,,,Democratic Party,2,71,4,5,,5,,11,2,,11,104,4,73,12,15,4283,466,37.37,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126,1848,259,8,0,0,0,0,11
Marcia O'Brien Conway,"Cook County, Illinois",https://ballotpedia.org/Marcia_O'Brien_Conway,Judicial offices,Judicial,County,,Won,"51,554","51,554",1,https://www.marciaconway.com/,,,,Democratic Party,42,56,31,18,8,,,54,10,,18,279,91,98,36,54,2797,595,19.03777778,,42,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153,1856,263,8,2,4,0,0,20
Sanjay Tailor,"Cook County, Illinois",https://ballotpedia.org/Sanjay_Tailor,Judicial offices,Judicial,County,,Won,"82,188","82,188",1,https://www.electjudgetailor.com/,,,,Democratic Party,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,1856,263,8,1,0,0,0,0
Barry Goldberg,"Cook County, Illinois",https://ballotpedia.org/Barry_Goldberg,Judicial offices,Judicial,County,,Won,"82,942","82,942",1,https://www.barrygoldbergforjudge.com/,,,,Democratic Party,2,4,,2,,2,,,2,,2,20,4,10,6,0,246,79,63.43,,4,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2134,1857,263,8,2,0,0,0,4
Aileen Bhandari,"Cook County, Illinois",https://ballotpedia.org/Aileen_Bhandari,Judicial offices,Judicial,County,,Won,"64,649","64,649",1,https://www.aileenbhandari4judge.com/,,,,Democratic Party,4,24,2,20,8,,,1,2,,20,96,33,28,30,5,3551,462,51.0295,,,,,,,4,,,,1,,,,,,,6,20,,,,,,4,,,,,,,,,,,,,,,,2199,1870,264,8,6,4,0,0,47
Joe Gump,"Cook County, Illinois",https://ballotpedia.org/Joe_Gump,Judicial offices,Judicial,County,,Won,"100,926","56,163",0.556,https://www.joegumpforjudge.com/,JoeGumpforJudge,,,Democratic Party,1,2,,2,,2,,,1,,2,11,1,5,5,0,33,24,131.04,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2152,1873,264,8,6,0,1,0,0
Gary Seyring,"Cook County, Illinois",https://ballotpedia.org/Gary_Seyring,Judicial offices,Judicial,County,,Lost,"100,926","44,763",0.444,https://www.seyringforjudge.com/,GarySeyring,,,Republican Party,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148,1873,264,8,3,0,0,0,0
Iris Chavira,"Cook County, Illinois",https://ballotpedia.org/Iris_Chavira,Judicial offices,Judicial,County,,Won,"32,269","32,269",1,https://irischaviraforjudge.com/,,,,Democratic Party,,,,1,,1,,,1,,1,4,0,1,3,0,31,26,35.64,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145,1873,264,8,0,0,0,0,0
Bernadette Barrett,"Cook County, Illinois",https://ballotpedia.org/Bernadette_Barrett,Judicial offices,Judicial,County,,Won,"84,073","84,073",1,https://www.barrettforjudge.com/,,,,Democratic Party,1,,,,,,,,,,2,1,0,1,0,0,226,130,-15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178,1880,264,8,5,0,0,0,21
Chris Nancarrow,"Allen County, Indiana",https://ballotpedia.org/Chris_Nancarrow,County circuit court clerk,Judicial,County,,Won,"70,095","70,095",1,https://www.nancarrow.us/,,,,Republican Party,,,1,1,2,,,1,1,,1,7,1,0,4,2,498,276,-95.71,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,1887,264,8,8,0,0,0,23
Mike McAlexander,"Allen County, Indiana",https://ballotpedia.org/Mike_McAlexander,County prosecuting attorney,Executive,County,,Won,"70,439","70,439",1,https://www.mcalexanderforjustice.com/,,,,Republican Party,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,1887,264,8,1,0,0,0,0
Troy Hershberger,"Allen County, Indiana",https://ballotpedia.org/Troy_Hershberger,County sheriff,Executive,County,,Won,"100,620","59,989",0.596,https://hershberger4sheriff.us,TroyHershberge1,,,Republican Party,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,1887,264,8,2,0,0,0,0
Jorge Fernandez,"Allen County, Indiana",https://ballotpedia.org/Jorge_Fernandez,County commission,Legislative,County,District 3,Lost,"99,307","38,682",0.39,http://jorfer88.blogspot.com/,,,,Democratic Party,,,,,,1,,,1,,1,3,1,0,2,0,0,0,206.84,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179,1900,264,8,0,0,0,0,7
Josh Hale,"Allen County, Indiana",https://ballotpedia.org/Josh_Hale,County council,Legislative,County,,Won,"17,505","8,949",0.511,https://hale4countycouncil.com/,,,,Republican Party,,,2,1,2,,,42,,,1,58,6,0,3,49,492,246,38.39,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177,1902,264,8,3,0,0,0,0
Paul Lagemann,"Allen County, Indiana",https://ballotpedia.org/Paul_Lagemann,County council,Legislative,County,,Won,"19,729","19,729",1,https://lagemannforcouncil.com/,,,,Republican Party,2,1,1,1,4,1,,,,,1,11,2,3,6,0,364,217,50.97,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,1907,265,8,0,0,0,0,6
Pete Meitzner,"Sedgwick County, Kansas",https://ballotpedia.org/Pete_Meitzner,County commission,Legislative,County,District 1,Won,"33,750","18,069",0.535,https://peteforsedgwickcounty.com/,,,PeteMeitzner,Republican Party,,7,1,,15,,,345,,,8,444,20,7,15,402,2360,967,30.29625,56,19,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,1910,265,8,3,0,0,0,0
Kelli Grant,"Sedgwick County, Kansas",https://ballotpedia.org/Kelli_Grant,County commission,Legislative,County,District 1,Lost,"33,750","15,681",0.465,https://votekelligrant.com/,votekelligrant,,,Democratic Party,,13,4,4,3,4,,1,1,,4,54,8,13,12,21,152,76,22.585,20,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,1912,265,8,0,0,0,0,0
Ryan Baty,"Sedgwick County, Kansas",https://ballotpedia.org/Ryan_Baty,County commission,Legislative,County,District 4,Won,"25,368","13,559",0.534,https://ryanbaty.com/,,,ryan_baty,Republican Party,53,6,11,,4,,,,4,1,26,128,29,61,8,30,13019,2055,31.66730769,23,,,,,,,,,,6,,12,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,2251,1931,271,8,6,0,0,0,35
Lacey Cruse,"Sedgwick County, Kansas",https://ballotpedia.org/Lacey_Cruse,County commission,Legislative,County,District 4,Lost,"25,368","11,809",0.466,https://www.laceycruse.com/,,,laceycruse,Democratic Party,6,22,,,,,,,3,,3,31,0,28,3,0,2219,841,31.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281,1944,271,8,8,0,0,0,50
Jesse Burris,"Sedgwick County, Kansas",https://ballotpedia.org/Jesse_Burris,Judicial offices,Judicial,County,,Won,"98,984","98,984",1,https://www.jesseburris.org/,,,,Republican Party,,,,1,,1,,,,,1,3,0,1,2,0,14,13,108.03,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223,1944,271,8,0,0,0,0,0
Kevin Hayden,"Suffolk County, Massachusetts",https://ballotpedia.org/Kevin_Hayden,District attorney,Executive,County,,Won,"157,730","153,490",0.973,https://www.kevinhayden.org/,DAKevinHayden,,,Democratic Party,92,87,4,,,,,35,27,,35,280,4,214,27,35,6288,970,56.67571429,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246,1956,271,8,3,0,0,0,8
Steven Tompkins,"Suffolk County, Massachusetts",https://ballotpedia.org/Steven_Tompkins,Sheriff,Executive,County,,Won,"157,958","154,205",0.976,https://www.votestevetompkins.com/,stevenwtompkins,,,Democratic Party,124,135,3,,1,,,46,4,33,46,393,3,339,5,46,3441,871,68.54826087,,,,,,,,,,,,46,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2274,1971,273,8,5,0,0,0,17
Raphael Washington,"Wayne County, Michigan",https://ballotpedia.org/Raphael_Washington,Sheriff,Executive,County,,Won,"527,647","427,685",0.811,http://www.sheriffwashington.com/,,,,Democratic Party,80,4,1,5,6,5,,,13,,14,130,2,85,43,0,2653,785,28.34071429,,,,,,,,14,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2275,1984,273,8,2,0,0,0,8
Jonathan Kinloch,"Wayne County, Michigan",https://ballotpedia.org/Jonathan_Kinloch,County commission,Legislative,County,,Won,"30,917","30,751",0.995,https://jonathankinloch.com,jkin5022,,,Democratic Party,1,13,2,5,,5,,37,5,2,6,87,16,16,15,40,765,365,110.7516667,1,2,,1,1,,,,,,,,,,,2,,,,,,,,,,2,,,,8,,,,,,,,,,,2332,2001,280,8,21,0,1,0,21
Monique Baker McCormick,"Wayne County, Michigan",https://ballotpedia.org/Monique_Baker_McCormick,County commission,Legislative,County,,Won,"42,145","36,755",0.872,https://d6together.com/,mccormickreport,,commissionermcc,Democratic Party,,2,,4,9,,,172,,,4,265,39,4,17,205,1931,608,49.485,33,36,,,,,,,,,,,,2,,,,3,,,,,,,,,,4,,,,,,,,,,,,,2295,2004,280,8,3,0,0,0,0
Melissa Daub,"Wayne County, Michigan",https://ballotpedia.org/Melissa_Daub,County commission,Legislative,County,,Won,"50,851","31,026",0.61,https://melissadaub.com/,,,,Democratic Party,,,,,2,,,6,4,,6,30,0,6,6,18,1830,699,-8.63,,,,,,,12,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318,2019,280,8,3,0,0,0,8
Sam Baydoun,"Wayne County, Michigan",https://ballotpedia.org/Sam_Baydoun,County commission,Legislative,County,,Won,"32,207","20,738",0.644,https://www.sambaydoun.com/,,,,Democratic Party,,,,,,1,,,1,,1,2,0,0,2,0,217,136,52.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,2029,280,8,3,5,1,0,26
Ann Clark,"Wayne County, Michigan",https://ballotpedia.org/Ann_Clark,County commission,Legislative,County,,Lost,"32,207","11,360",0.353,https://vote4annclark.com,,,,Republican Party,,,2,,4,,,,2,,4,8,2,0,6,0,1003,278,37.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351,2038,280,8,4,0,0,0,21
Nicholas Hathaway,"Wayne County, Michigan",https://ballotpedia.org/Nicholas_Hathaway,Judicial offices,Judicial,County,,Won,"1,215,535","209,374",0.172,,,,,Nonpartisan,1,5,,1,,1,,,,,1,10,1,7,2,0,86,65,82.34,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charise Anderson,"Wayne County, Michigan",https://ballotpedia.org/Charise_Anderson,Judicial offices,Judicial,County,,Won,"1,215,535","203,213",0.167,https://www.chariseandersonforjudge.com/,,,,Nonpartisan,30,17,1,,4,,,,8,,10,61,1,48,12,0,2133,679,22.924,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2377,2051,280,8,5,0,0,0,33
John C. Gillis,"Wayne County, Michigan",https://ballotpedia.org/John_C._Gillis_(Michigan_3rd_Circuit_Court_judge),Judicial offices,Judicial,County,,Won,"1,215,535","190,685",0.157,http://gillisforjudge.com/,,,,Nonpartisan,6,32,9,9,9,7,,,1,,9,88,9,53,26,0,1882,547,61.53222222,,4,,,,,,,,,1,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,2360,2057,280,8,3,0,0,0,12
Victoria I. Shackelford,"Wayne County, Michigan",https://ballotpedia.org/Victoria_I._Shackelford,Judicial offices,Judicial,County,,Won,"11,632","11,281",0.97,https://keepjudgeshackelford.com/,,,,Nonpartisan,21,33,30,12,17,11,,,1,,12,224,38,65,51,70,2912,681,56.0125,70,7,,,,,,10,,,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,2381,2064,283,8,5,0,0,0,21
Mary Moriarty,"Hennepin County, Minnesota",https://ballotpedia.org/Mary_Moriarty,County attorney,Executive,County,,Won,"441,746","254,418",0.576,https://www.maryforhennepin.com/,,,,Nonpartisan,,1,,,2,,,5,1,,5,14,0,6,3,5,932,363,56.522,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,2077,283,8,3,0,0,0,8
Martha Holton Dimick,"Hennepin County, Minnesota",https://ballotpedia.org/Martha_Holton_Dimick,County attorney,Executive,County,,Lost,"441,746","184,739",0.418,https://www.marthaforhennepin.com,,,,Nonpartisan,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,2077,283,8,3,0,0,0,0
Dawanna Witt,"Hennepin County, Minnesota",https://ballotpedia.org/Dawanna_Witt,County sheriff,Executive,County,,Won,"445,840","285,292",0.64,https://www.wittforsheriff.com/,,,,Nonpartisan,40,25,,2,4,,,2,10,,10,83,0,65,16,2,1230,445,30.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413,2090,283,8,5,0,0,0,27
Irene Fernando,"Hennepin County, Minnesota",https://ballotpedia.org/Irene_Fernando,County commission,Legislative,County,District 2,Won,"45,424","44,725",0.985,https://www.voteirene.com/,irenekfernando,,,Nonpartisan,1,15,,,2,,,8,1,,8,35,0,24,3,8,3193,761,39.55625,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405,2103,283,8,3,0,0,0,8
Angela Conley,"Hennepin County, Minnesota",https://ballotpedia.org/Angela_Conley_(Minnesota),County commission,Legislative,County,District 4,Won,"42,913","42,287",0.985,https://www.voteconley.com/,,,D4Commish,Nonpartisan,,12,,,1,,,7,1,,7,28,0,19,2,7,1595,565,41.87714286,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,2116,283,8,3,0,0,0,8
Jennifer DeJournett,"Hennepin County, Minnesota",https://ballotpedia.org/Jennifer_DeJournett,Special district offices,Executive,Special District,,Won,"50,648","50,015",0.988,https://jendejournett.com/,jen4parks,,,Nonpartisan,5,,,5,6,,,158,,,5,214,17,6,11,180,1479,421,1.61,21,14,,,,,1,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,2437,2126,284,8,4,0,0,0,15
Erin Kolb,"Hennepin County, Minnesota",https://ballotpedia.org/Erin_Kolb,Special district offices,Executive,Special District,,Won,"39,994","39,446",0.986,https://erinforparks.com/,,,,Nonpartisan,,,,,2,,,42,,,2,50,2,0,2,46,217,103,84.49,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,2133,284,8,3,0,0,0,0
Louise Segreto,"Hennepin County, Minnesota",https://ballotpedia.org/Louise_Segreto,Special district offices,Executive,Special District,,Won,"57,074","37,330",0.654,https://louisesegreto.com/,,,,Nonpartisan,,,2,6,6,,,161,,,6,211,15,0,12,184,1536,534,26.64833333,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,2136,284,8,3,0,0,0,0
Juan Hoyos,"Hennepin County, Minnesota",https://ballotpedia.org/Juan_Hoyos,Judicial offices,Judicial,County,,Won,"230,172","227,899",0.99,https://www.judgejuanhoyos.org/,,,hoyosjuang,Nonpartisan,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,2136,284,8,3,0,0,0,0
Tamara G. Garcia,"Hennepin County, Minnesota",https://ballotpedia.org/Tamara_G._Garcia,Judicial offices,Judicial,County,,Won,"230,540","228,203",0.99,https://www.judgetamaragarcia.com/,,,,Nonpartisan,,15,,,,,,,1,,3,16,0,15,1,0,85,50,34.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,2151,284,8,7,0,0,0,40
Michael Browne,"Hennepin County, Minnesota",https://ballotpedia.org/Michael_Browne,Judicial offices,Judicial,County,,Won,"227,488","225,038",0.989,https://judgemichaelbrowne.com/,,,,Nonpartisan,5,,,5,6,,,88,,,5,135,14,5,16,100,1086,417,49.346,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2449,2154,284,8,3,0,0,0,0
Hilary Lindell Caligiuri,"Hennepin County, Minnesota",https://ballotpedia.org/Hilary_Lindell_Caligiuri,Judicial offices,Judicial,County,,Won,"227,532","225,204",0.99,https://www.judgecaligiuri.com/,,,,Nonpartisan,,2,1,,1,,,,,,2,4,1,2,1,0,23,12,64.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,2169,284,8,9,0,0,0,41
Bruce D. Manning,"Hennepin County, Minnesota",https://ballotpedia.org/Bruce_D._Manning,Judicial offices,Judicial,County,,Won,"226,538","224,188",0.99,https://www.judgebrucemanning.com/,,,,Nonpartisan,,,,3,2,,,33,1,,3,48,6,0,9,33,552,237,45.62333333,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2473,2172,284,8,1,0,0,0,8
John Choi,"Ramsey County, Minnesota",https://ballotpedia.org/John_Choi,County attorney,Executive,County,,Won,"141,017","137,761",0.977,https://johnchoi.org/,votejohnchoi,,,Nonpartisan,12,2,,6,,6,,,3,,6,73,11,17,15,30,1566,630,43.485,30,,,6,,,,,,,1,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,2474,2174,284,8,0,0,0,0,8
Trista MatasCastillo,"Ramsey County, Minnesota",https://ballotpedia.org/Trista_MatasCastillo,County commission,Legislative,County,,Won,"19,859","14,852",0.748,https://votetrista.org/,,,,Nonpartisan,4,23,,9,2,9,,7,,,9,71,15,29,20,7,4707,1300,45.36333333,,,,,1,,,,,,,,,2,,1,,7,,,,,,,,,,,,6,,,,,,,,,,,2538,2193,292,8,20,0,0,0,25
Rafael Ortega,"Ramsey County, Minnesota",https://ballotpedia.org/Rafael_Ortega,County commission,Legislative,County,,Won,"26,119","18,497",0.708,https://commissionerrafaelortega.wordpress.com,,,,Nonpartisan,30,59,,11,5,,,70,12,,18,221,12,92,40,77,2780,877,64.62444444,,2,,5,,,7,,3,,,,,,,5,,,,,,,6,,,,6,,,,,,,,,,,,,,2520,2197,295,8,0,0,0,0,20
Bill Hosko,"Ramsey County, Minnesota",https://ballotpedia.org/Bill_Hosko,County commission,Legislative,County,,Lost,"26,119","7,455",0.285,https://billhosko.org/,,,,Nonpartisan,,12,,,1,,,,2,,2,20,3,14,3,0,7440,1749,43.51,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506,2198,295,8,5,0,0,0,0
Ying Vang-Pao,"Ramsey County, Minnesota",https://ballotpedia.org/Ying_Vang-Pao,County commission,Legislative,County,,Lost,"15,933","7,780",0.488,https://yingvangpao.com/,,,,Nonpartisan,1,8,,,2,,,511,,,10,580,24,9,12,535,2142,687,49.74,24,15,,,,,,,,,,,,,,,,9,,,,,,,,,,10,,,,,,,,,,,,,2507,2201,295,8,3,0,0,0,0
Sara Grewing,"Ramsey County, Minnesota",https://ballotpedia.org/Sara_Grewing,Judicial offices,Judicial,County,,Won,"89,272","88,125",0.987,https://www.saragrewing.com/,,,,Nonpartisan,,8,4,4,1,3,,9,2,,4,37,9,9,10,9,158,77,85.885,,,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2512,2203,295,8,0,0,0,0,6
Kellie Charles,"Ramsey County, Minnesota",https://ballotpedia.org/Kellie_Charles,Judicial offices,Judicial,County,,Won,"87,908","86,773",0.987,https://judgekelliecharles.org/,,,,Nonpartisan,,,,1,,1,,,1,,1,4,1,0,3,0,592,293,22.92,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,2205,295,8,0,0,0,0,0
David Brown,"Ramsey County, Minnesota",https://ballotpedia.org/David_Brown_(Minnesota_judge),Judicial offices,Judicial,County,,Won,"89,659","88,515",0.987,https://keepjudgedavidbrown.com/,,,,Nonpartisan,20,11,28,9,,9,,,,,9,98,39,31,18,10,3555,934,66.45777778,4,,,9,,,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2519,2208,295,8,0,4,0,0,4
Thomas Gilligan,"Ramsey County, Minnesota",https://ballotpedia.org/Thomas_Gilligan,Judicial offices,Judicial,County,,Won,"88,990","87,764",0.986,https://www.judgethomasgilligan.com/,,,,Nonpartisan,,,1,,,,,5,5,,5,16,1,5,5,5,870,345,73.32,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,2218,295,8,2,0,0,0,3
Jay Johnson,"Clay County, Missouri",https://ballotpedia.org/Jay_Johnson_(Missouri),County commission,Legislative,County,,Won,"40,662","23,100",0.568,https://www.chiefjayjohnsonforcommissioner.com/,,,,Nonpartisan,1,,,,,,,,,,1,1,0,1,0,0,139,90,45.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,2222,295,8,7,0,0,0,15
Kenneth Jamison,"Clay County, Missouri",https://ballotpedia.org/Kenneth_Jamison,County commission,Legislative,County,,Lost,"73,463","35,782",0.487,https://kenjamison.com/,,,,Nonpartisan,4,4,4,1,,,1,,,,1,19,5,12,2,0,634,245,56.25,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,2226,298,8,2,0,0,0,8
Manny Abarca,"Jackson County, Missouri",https://ballotpedia.org/Manny_Abarca,County legislature,Legislative,County,,Won,"44,267","34,640",0.783,https://www.mannyabarca.com/,MannyAbarcaIV,,,Democratic Party,,44,,,,,,15,3,,5,67,0,49,3,15,669,276,45.554,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553,2236,298,8,3,0,0,0,8
Christina McDonough Hunt,"Jackson County, Missouri",https://ballotpedia.org/Christina_McDonough_Hunt,County legislature,Legislative,County,,Lost,"44,267","9,627",0.217,https://www.christinamcdonoughhunt.com,,,,Republican Party,,,,1,2,,,52,,,1,71,9,0,3,59,260,140,73.88,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,2240,298,8,6,0,0,0,0
Donna Peyton,"Jackson County, Missouri",https://ballotpedia.org/Donna_Peyton,County legislature,Legislative,County,,Won,"211,649","125,992",0.595,https://peytonforjackson.com,,,,Democratic Party,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,2240,298,8,1,0,0,0,0
Megan Marshall,"Jackson County, Missouri",https://ballotpedia.org/Megan_Marshall,County legislature,Legislative,County,,Won,"210,812","127,231",0.604,https://www.meganforthree.com,7kMEGAN,,,Democratic Party,6,35,,,,,,9,5,,9,89,0,50,5,34,522,252,94.99888889,1,,,,,,24,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578,2252,299,8,6,0,0,0,13
Sean Smith,"Jackson County, Missouri",https://ballotpedia.org/Sean_Smith_(Missouri),County legislature,Legislative,County,,Won,"48,012","25,631",0.534,https://sean4missouri.com.seansmith4missouri.com/,seansmith4mo,,,Republican Party,,,,,,1,,,1,,1,4,0,2,2,0,0,0,206.84,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562,2252,299,8,3,0,0,0,0
Eric Zahnd,"Platte County, Missouri",https://ballotpedia.org/Eric_Zahnd,Prosecuting Attorney,Executive,County,,Won,"30,301","30,301",1,https://ericzahnd.com/,,,EricZahnd,Republican Party,,2,,,3,,,,,,4,7,0,2,3,2,1727,501,59.745,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563,2253,302,8,0,0,0,0,0
Donald Kleine,"Douglas County, Nebraska",https://ballotpedia.org/Donald_Kleine,County attorney,Executive,County,,Won,"150,509","87,096",0.579,https://donkleine.com/,CADonKleine,,,Republican Party,10,30,22,7,2,8,,2,1,,8,105,23,62,18,2,1218,398,45.09625,,,22,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585,2261,308,8,2,0,0,0,6
Dave Pantos,"Douglas County, Nebraska",https://ballotpedia.org/Dave_Pantos,County attorney,Executive,County,,Lost,"150,509","63,413",0.421,https://www.davepantos.com,dpantos,,,Democratic Party,5,36,,22,19,,,22,5,10,22,187,44,74,46,23,3053,676,46.98181818,,44,,,,,1,,,,,22,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2662,2280,310,8,10,6,0,0,48
Todd Pfitzer,"Douglas County, Nebraska",https://ballotpedia.org/Todd_Pfitzer,County engineer,Executive,County,,Won,"179,631","94,488",0.526,https://toddpfitzer.com/,,,,Republican Party,,13,6,1,,1,1,2,1,4,1,31,6,19,4,2,336,173,47.12,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602,2283,311,8,0,0,0,0,0
Aaron Hanson,"Douglas County, Nebraska",https://ballotpedia.org/Aaron_Hanson,County sheriff,Executive,County,,Won,"187,768","94,027",0.501,https://aaronhansonforsheriff.com,,,,Republican Party,44,53,34,13,3,14,,4,2,,14,209,35,137,32,5,3472,576,35.20285714,,,34,,,,1,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,2693,2291,317,8,2,0,0,0,75
